order_id,zone,restaurant,delivery_partner,order_time,delivery_time,Delivery Delay (mins),Cancelled (1/0),Customer Rating
ORD1087,North,Restaurant_23,DP_33,2023/07/06 17:23,06-07-2023 18:09:00,16,0,3.7
ORD1088,West,Restaurant_2,DP_14,2023/07/22 22:41,22-07-2023 23:12:00,1,1,5.0
ORD1089,East,Restaurant_8,DP_34,2023/07/02 16:10,02-07-2023 16:54:00,14,0,5.0
ORD1090,East,Restaurant_27,DP_4,2023/07/02 06:20,02-07-2023 06:51:00,1,0,3.5
ORD1091,North,Restaurant_22,DP_24,2023/07/25 12:09,25-07-2023 13:04:00,25,0,3.6
ORD1092,East,Restaurant_8,DP_29,2023/07/27 20:10,27-07-2023 20:56:00,16,0,3.6
ORD1093,East,Restaurant_17,DP_19,2023/07/25 01:15,25-07-2023 01:43:00,-2,0,4.6
ORD1094,North,Restaurant_15,DP_6,2023/07/06 04:25,06-07-2023 05:04:00,9,0,5.0
ORD1095,East,Restaurant_17,DP_33,2023/07/23 12:39,23-07-2023 13:14:00,5,0,3.8
ORD1096,Central,Restaurant_28,DP_40,2023/07/19 23:14,19-07-2023 23:48:00,4,0,4.2
ORD1097,South,Restaurant_23,DP_19,2023/07/14 14:23,14-07-2023 15:04:00,11,0,3.6
ORD1098,South,Restaurant_24,DP_1,2023/07/19 20:35,19-07-2023 21:07:00,2,0,
ORD1099,North,Restaurant_13,DP_5,2023/07/27 23:51,28-07-2023 00:37:00,16,0,4.6
ORD1100,West,Restaurant_19,DP_27,2023/07/09 11:17,09-07-2023 12:02:00,15,0,3.6
ORD1101,North,Restaurant_5,DP_16,,21-07-2023 12:33:00,12,0,2.8
ORD1102,West,Restaurant_12,DP_6,2023/07/11 17:04,11-07-2023 17:43:00,9,0,4.7
ORD1103,South,Restaurant_1,DP_40,2023/07/01 04:00,01-07-2023 04:45:00,15,0,3.8
ORD1104,North,Restaurant_23,DP_13,2023/07/04 05:11,04-07-2023 05:57:00,16,0,4.6
ORD1105,Central,Restaurant_5,DP_35,2023/07/07 15:59,07-07-2023 16:42:00,13,0,4.3
ORD1106,East,Restaurant_8,DP_19,2023/07/18 02:58,18-07-2023 03:28:00,0,0,3.0
ORD1107,West,Restaurant_13,DP_12,2023/07/27 06:45,27-07-2023 07:18:00,3,1,3.6
ORD1108,East,Restaurant_8,DP_16,2023/07/23 14:54,23-07-2023 15:31:00,7,0,3.9
ORD1109,East,Restaurant_25,DP_10,2023/07/26 08:56,26-07-2023 09:25:00,-1,0,3.7
ORD1110,North,Restaurant_23,DP_25,2023/07/30 02:30,30-07-2023 03:11:00,11,0,
ORD1111,East,Restaurant_11,DP_20,2023/07/06 13:15,06-07-2023 14:06:00,21,0,4.3
ORD1112,Central,Restaurant_1,DP_31,2023/07/18 11:46,18-07-2023 12:36:00,20,0,5.0
ORD1113,East,Restaurant_13,DP_4,2023/07/21 07:25,21-07-2023 08:10:00,15,0,4.4
ORD1114,North,Restaurant_19,DP_23,2023/07/16 20:13,16-07-2023 20:58:00,15,0,5.0
ORD1115,Central,Restaurant_24,DP_2,2023/07/10 05:16,10-07-2023 06:13:00,27,0,3.8
ORD1116,South,Restaurant_3,DP_22,2023/07/14 21:09,14-07-2023 21:55:00,16,0,4.8
ORD1117,East,Restaurant_24,DP_37,2023/07/09 20:26,09-07-2023 21:13:00,17,0,3.9
ORD1118,North,Restaurant_17,DP_8,2023/07/13 21:17,13-07-2023 21:46:00,-1,0,3.5
ORD1119,South,Restaurant_5,DP_7,2023/07/20 11:40,20-07-2023 12:30:00,20,0,3.5
ORD1120,South,Restaurant_20,DP_14,2023/07/05 13:28,05-07-2023 14:11:00,13,0,2.5
ORD1121,West,Restaurant_21,DP_3,2023/07/25 13:29,25-07-2023 14:08:00,9,0,
ORD1122,Central,Restaurant_8,DP_16,2023/07/14 05:21,14-07-2023 05:58:00,7,0,3.3
ORD1123,East,Restaurant_26,DP_19,2023/07/05 05:20,05-07-2023 05:55:00,5,0,4.9
ORD1124,North,Restaurant_14,DP_18,2023/07/10 14:54,10-07-2023 15:44:00,20,0,4.0
ORD1125,West,Restaurant_4,DP_16,2023/07/02 11:59,02-07-2023 12:38:00,9,0,3.2
ORD1126,Central,Restaurant_11,DP_8,2023/07/19 18:25,19-07-2023 19:00:00,5,0,3.4
ORD1127,West,Restaurant_20,DP_33,2023/07/29 12:41,29-07-2023 13:14:00,3,0,4.2
ORD1128,Central,Restaurant_15,DP_12,2023/07/04 00:48,04-07-2023 01:29:00,11,0,3.0
ORD1129,Central,Restaurant_19,DP_11,2023/07/24 16:05,24-07-2023 16:42:00,7,0,4.5
ORD1130,East,Restaurant_7,DP_5,2023/07/19 19:34,19-07-2023 20:09:00,5,0,3.2
ORD1131,Central,Restaurant_19,DP_27,2023/07/01 20:30,01-07-2023 20:59:00,-1,0,3.7
ORD1132,West,Restaurant_28,DP_12,2023/07/13 03:57,13-07-2023 04:44:00,17,0,4.2
ORD1133,Central,Restaurant_19,DP_17,,17-07-2023 16:29:00,8,0,4.4
ORD1134,East,Restaurant_11,DP_6,2023/07/01 21:41,01-07-2023 22:12:00,1,0,4.6
ORD1135,East,Restaurant_26,DP_33,2023/07/20 20:50,20-07-2023 21:27:00,7,0,3.3
ORD1136,West,Restaurant_5,DP_5,2023/07/12 01:27,12-07-2023 02:11:00,14,0,3.9
ORD1137,South,Restaurant_5,DP_28,2023/07/25 01:58,25-07-2023 02:38:00,10,0,4.8
ORD1138,South,Restaurant_30,DP_14,2023/07/17 23:46,,11,0,3.9
ORD1139,Central,Restaurant_22,DP_5,2023/07/11 08:24,11-07-2023 09:04:00,10,0,4.3
ORD1140,North,Restaurant_8,DP_33,2023/07/29 09:15,29-07-2023 09:45:00,0,0,4.2
ORD1141,Central,Restaurant_10,DP_19,2023/07/19 02:41,19-07-2023 03:28:00,17,0,
ORD1142,West,Restaurant_6,DP_22,2023/07/17 21:54,17-07-2023 22:21:00,-3,0,3.8
ORD1143,West,Restaurant_15,DP_5,2023/07/20 06:41,20-07-2023 07:24:00,13,0,
ORD1144,West,Restaurant_16,DP_2,2023/07/13 17:00,13-07-2023 17:44:00,14,0,3.5
ORD1145,West,Restaurant_28,DP_30,2023/07/21 11:31,21-07-2023 12:09:00,8,0,4.2
ORD1146,West,Restaurant_17,DP_39,2023/07/25 16:05,25-07-2023 16:47:00,12,0,3.2
ORD1147,East,Restaurant_8,DP_4,2023/07/19 10:12,19-07-2023 10:49:00,7,0,3.8
ORD1148,South,Restaurant_8,DP_33,2023/07/05 11:44,05-07-2023 12:26:00,12,0,4.1
ORD1149,West,Restaurant_25,DP_13,2023/07/12 12:02,12-07-2023 12:49:00,17,0,3.6
ORD1150,North,Restaurant_9,DP_20,2023/07/30 01:36,30-07-2023 02:09:00,3,0,4.3
ORD1151,North,Restaurant_2,DP_7,2023/07/30 12:31,30-07-2023 13:16:00,15,0,4.5
ORD1152,North,Restaurant_15,DP_15,2023/07/07 00:43,07-07-2023 01:36:00,23,0,4.4
ORD1153,North,Restaurant_18,DP_23,2023/07/23 15:54,23-07-2023 16:36:00,12,0,3.2
ORD1154,East,Restaurant_3,DP_14,2023/07/01 01:00,01-07-2023 01:35:00,5,0,4.1
ORD1155,North,Restaurant_17,DP_23,2023/07/07 10:29,07-07-2023 11:27:00,28,0,4.2
ORD1156,West,Restaurant_4,DP_19,2023/07/17 00:25,17-07-2023 01:05:00,10,0,3.9
ORD1157,Central,Restaurant_30,DP_29,2023/07/03 00:15,03-07-2023 00:56:00,11,1,4.3
ORD1158,North,Restaurant_4,DP_20,2023/07/11 15:23,11-07-2023 16:05:00,12,0,4.3
ORD1159,East,Restaurant_14,DP_29,2023/07/09 13:52,09-07-2023 14:35:00,13,0,4.0
ORD1160,East,Restaurant_9,DP_24,2023/07/27 19:11,27-07-2023 19:48:00,7,0,3.5
ORD1161,North,Restaurant_9,DP_18,2023/07/22 10:50,22-07-2023 11:31:00,11,0,4.1
ORD1162,Central,Restaurant_25,DP_10,2023/07/23 05:36,23-07-2023 06:23:00,17,0,5.0
ORD1163,North,Restaurant_26,DP_8,2023/07/09 07:22,09-07-2023 07:59:00,7,0,3.9
ORD1164,East,Restaurant_23,DP_26,2023/07/24 03:02,24-07-2023 03:38:00,6,0,4.7
ORD1165,South,Restaurant_30,DP_29,2023/07/14 18:46,14-07-2023 19:23:00,7,0,4.1
ORD1166,West,Restaurant_18,DP_10,2023/07/03 18:51,03-07-2023 19:22:00,1,0,3.6
ORD1167,East,Restaurant_10,DP_17,2023/07/14 17:42,14-07-2023 18:16:00,4,1,3.9
ORD1168,North,Restaurant_21,DP_2,2023/07/02 11:55,02-07-2023 12:29:00,4,0,4.1
ORD1169,West,Restaurant_4,DP_6,2023/07/28 14:05,28-07-2023 14:44:00,9,0,4.5
ORD1170,North,Restaurant_12,DP_5,2023/07/07 09:16,07-07-2023 10:02:00,16,0,5.0
ORD1171,North,Restaurant_27,DP_28,2023/07/16 01:49,16-07-2023 02:40:00,21,0,4.1
ORD1172,South,Restaurant_8,DP_5,2023/07/10 06:07,,10,0,3.4
ORD1173,West,Restaurant_2,DP_18,2023/07/25 15:14,25-07-2023 15:57:00,13,0,3.1
ORD1174,West,Restaurant_22,DP_26,2023/07/23 18:09,23-07-2023 18:50:00,11,0,3.8
ORD1175,South,Restaurant_13,DP_20,2023/07/30 03:53,30-07-2023 04:18:00,-5,1,3.4
ORD1176,East,Restaurant_21,DP_27,2023/07/18 03:40,18-07-2023 04:10:00,0,0,4.4
ORD1177,North,Restaurant_16,DP_12,2023/07/11 07:00,,16,0,4.4
ORD1178,Central,Restaurant_28,DP_7,2023/07/08 13:31,08-07-2023 14:17:00,16,1,4.0
ORD1179,North,Restaurant_2,DP_3,2023/07/25 01:09,25-07-2023 01:55:00,16,0,4.5
ORD1180,North,Restaurant_11,DP_10,2023/07/04 15:49,04-07-2023 16:27:00,8,0,4.1
ORD1181,East,Restaurant_10,DP_34,2023/07/06 18:40,06-07-2023 19:05:00,-5,0,5.0
ORD1182,North,Restaurant_15,DP_25,2023/07/08 11:00,08-07-2023 11:31:00,1,0,4.5
ORD1183,South,Restaurant_17,DP_35,2023/07/25 22:17,25-07-2023 22:49:00,2,1,4.6
ORD1184,South,Restaurant_8,DP_16,2023/07/22 11:30,22-07-2023 12:15:00,15,0,3.2
ORD1185,West,Restaurant_18,DP_2,2023/07/13 00:05,13-07-2023 00:42:00,7,0,3.4
ORD1186,Central,Restaurant_23,DP_24,2023/07/10 23:40,11-07-2023 00:33:00,23,0,4.4
ORD1187,North,Restaurant_9,DP_10,2023/07/08 21:20,08-07-2023 22:11:00,21,0,3.2
ORD1188,North,Restaurant_25,DP_38,2023/07/04 17:58,,23,0,3.7
ORD1189,East,Restaurant_8,DP_22,2023/07/04 20:09,04-07-2023 20:41:00,2,0,4.8
ORD1190,South,Restaurant_27,DP_26,2023/07/21 04:22,21-07-2023 05:05:00,13,1,3.7
ORD1191,Central,Restaurant_14,DP_39,2023/07/26 11:26,26-07-2023 12:02:00,6,0,3.4
ORD1192,West,Restaurant_28,DP_27,2023/07/13 02:51,13-07-2023 03:33:00,12,0,4.5
ORD1193,South,Restaurant_26,DP_29,2023/07/05 19:37,05-07-2023 20:10:00,3,0,5.0
ORD1194,West,Restaurant_25,DP_38,2023/07/28 16:46,28-07-2023 17:35:00,19,0,3.6
ORD1195,East,Restaurant_18,DP_20,2023/07/08 13:00,,3,0,4.8
ORD1196,East,Restaurant_22,DP_27,2023/07/18 11:02,18-07-2023 11:27:00,-5,0,3.5
ORD1197,North,Restaurant_20,DP_20,2023/07/18 13:19,18-07-2023 14:15:00,26,0,4.0
ORD1198,Central,Restaurant_30,DP_19,2023/07/27 11:06,27-07-2023 11:49:00,13,0,4.1
ORD1199,West,Restaurant_20,DP_20,2023/07/25 22:28,25-07-2023 22:59:00,1,0,3.6
ORD1200,South,Restaurant_21,DP_35,2023/07/29 07:24,29-07-2023 08:02:00,8,0,4.6
ORD1201,East,Restaurant_12,DP_2,2023/07/10 20:41,10-07-2023 21:16:00,5,0,
ORD1202,North,Restaurant_19,DP_30,2023/07/29 03:44,29-07-2023 04:24:00,10,0,4.2
ORD1203,North,Restaurant_14,DP_34,2023/07/27 04:31,27-07-2023 05:17:00,16,0,4.7
ORD1204,West,Restaurant_17,DP_22,2023/07/07 05:57,07-07-2023 06:42:00,15,0,4.6
ORD1205,East,Restaurant_24,DP_3,2023/07/29 04:06,29-07-2023 04:48:00,12,0,4.4
ORD1206,Central,Restaurant_21,DP_6,,15-07-2023 00:55:00,10,0,5.0
ORD1207,East,Restaurant_3,DP_15,2023/07/29 09:00,29-07-2023 09:48:00,18,0,4.0
ORD1208,West,Restaurant_26,DP_27,2023/07/03 05:45,03-07-2023 06:10:00,-5,0,3.2
ORD1209,West,Restaurant_30,DP_10,2023/07/25 11:08,25-07-2023 11:42:00,4,0,4.2
ORD1210,East,Restaurant_23,DP_9,2023/07/29 19:45,29-07-2023 20:17:00,2,0,4.0
ORD1211,West,Restaurant_7,DP_33,2023/07/17 01:10,17-07-2023 01:58:00,18,0,2.8
ORD1212,East,Restaurant_17,DP_32,2023/07/08 11:14,08-07-2023 11:48:00,4,0,3.4
ORD1213,South,Restaurant_12,DP_6,2023/07/19 12:15,19-07-2023 12:45:00,0,0,
ORD1214,East,Restaurant_9,DP_36,2023/07/03 03:54,03-07-2023 04:38:00,14,0,3.6
ORD1215,East,Restaurant_15,DP_2,,19-07-2023 10:14:00,2,0,3.9
ORD1216,West,Restaurant_18,DP_29,2023/07/14 21:48,14-07-2023 22:25:00,7,0,3.9
ORD1217,West,Restaurant_21,DP_4,2023/07/13 05:07,13-07-2023 06:06:00,29,1,3.6
ORD1218,North,Restaurant_13,DP_1,2023/07/30 15:59,30-07-2023 16:45:00,16,0,3.3
ORD1219,North,Restaurant_30,DP_19,2023/07/25 12:53,25-07-2023 13:31:00,8,0,4.3
ORD1220,South,Restaurant_21,DP_26,2023/07/03 04:54,03-07-2023 05:33:00,9,0,4.2
ORD1221,North,Restaurant_30,DP_25,2023/07/25 13:58,25-07-2023 14:45:00,17,0,4.2
ORD1222,East,Restaurant_8,DP_10,2023/07/25 22:49,,15,1,
ORD1223,West,Restaurant_14,DP_15,2023/07/04 00:01,,10,0,4.2
ORD1224,North,Restaurant_8,DP_22,2023/07/22 03:15,22-07-2023 03:55:00,10,0,3.9
ORD1225,North,Restaurant_14,DP_21,2023/07/05 22:19,05-07-2023 22:48:00,-1,1,4.0
ORD1226,South,Restaurant_7,DP_22,2023/07/17 12:00,17-07-2023 12:27:00,-3,0,4.2
ORD1227,South,Restaurant_23,DP_36,2023/07/08 21:20,08-07-2023 21:58:00,8,0,4.5
ORD1228,East,Restaurant_12,DP_34,2023/07/08 03:53,,4,0,4.1
ORD1229,West,Restaurant_11,DP_30,2023/07/15 05:02,15-07-2023 05:46:00,14,0,2.9
ORD1230,South,Restaurant_22,DP_25,2023/07/05 00:41,05-07-2023 01:22:00,11,0,3.8
ORD1231,North,Restaurant_22,DP_28,2023/07/10 19:30,10-07-2023 20:03:00,3,0,
ORD1232,West,Restaurant_11,DP_1,2023/07/10 21:51,10-07-2023 22:32:00,11,0,4.9
ORD1233,West,Restaurant_25,DP_4,2023/07/12 03:55,12-07-2023 04:31:00,6,0,3.6
ORD1234,North,Restaurant_22,DP_7,2023/07/26 15:19,26-07-2023 16:15:00,26,0,3.1
ORD1235,South,Restaurant_28,DP_9,2023/07/29 22:39,29-07-2023 23:22:00,13,0,4.1
ORD1236,North,Restaurant_29,DP_36,2023/07/14 04:24,14-07-2023 04:52:00,-2,0,4.6
ORD1237,West,Restaurant_13,DP_19,2023/07/16 15:59,16-07-2023 16:53:00,24,0,3.9
ORD1238,Central,Restaurant_18,DP_1,2023/07/09 22:21,09-07-2023 22:55:00,4,0,5.0
ORD1239,Central,Restaurant_2,DP_10,2023/07/24 05:14,24-07-2023 05:46:00,2,0,5.0
ORD1240,East,Restaurant_29,DP_36,2023/07/12 13:47,12-07-2023 14:44:00,27,0,4.1
ORD1241,North,Restaurant_21,DP_9,2023/07/05 01:20,05-07-2023 02:02:00,12,0,4.2
ORD1242,North,Restaurant_15,DP_32,2023/07/03 11:25,03-07-2023 12:10:00,15,0,4.9
ORD1243,East,Restaurant_20,DP_32,2023/07/30 23:54,31-07-2023 00:39:00,15,0,4.0
ORD1244,East,Restaurant_27,DP_6,2023/07/15 13:37,15-07-2023 14:15:00,8,0,3.6
ORD1245,East,Restaurant_18,DP_38,2023/07/15 15:58,15-07-2023 16:33:00,5,0,4.6
ORD1246,West,Restaurant_15,DP_17,2023/07/16 17:21,16-07-2023 17:57:00,6,0,
ORD1247,North,Restaurant_19,DP_10,2023/07/06 02:46,06-07-2023 03:38:00,22,0,3.6
ORD1248,West,Restaurant_23,DP_27,2023/07/19 11:56,19-07-2023 12:37:00,11,0,4.3
ORD1249,East,Restaurant_24,DP_35,2023/07/11 20:30,11-07-2023 21:20:00,20,0,4.0
ORD1250,North,Restaurant_12,DP_21,2023/07/14 22:16,14-07-2023 22:55:00,9,0,
ORD1251,West,Restaurant_13,DP_25,2023/07/06 03:02,06-07-2023 03:35:00,3,0,3.6
ORD1252,West,Restaurant_22,DP_28,2023/07/12 05:09,12-07-2023 05:38:00,-1,0,4.2
ORD1253,East,Restaurant_11,DP_15,2023/07/01 16:32,01-07-2023 17:17:00,15,0,3.9
ORD1254,North,Restaurant_5,DP_4,2023/07/05 18:18,05-07-2023 19:11:00,23,0,4.3
ORD1255,East,Restaurant_29,DP_29,2023/07/02 11:21,02-07-2023 11:53:00,2,0,4.6
ORD1256,North,Restaurant_1,DP_9,2023/07/19 20:40,19-07-2023 21:24:00,14,0,4.2
ORD1257,Central,Restaurant_24,DP_27,2023/07/15 12:26,15-07-2023 12:55:00,-1,0,4.2
ORD1258,South,Restaurant_3,DP_26,2023/07/14 14:12,14-07-2023 14:47:00,5,0,3.8
ORD1259,South,Restaurant_22,DP_19,2023/07/03 20:56,03-07-2023 21:38:00,12,0,4.8
ORD1260,South,Restaurant_19,DP_28,2023/07/12 14:47,12-07-2023 15:14:00,-3,0,3.6
ORD1261,East,Restaurant_23,DP_17,2023/07/23 08:07,,9,0,3.1
ORD1262,Central,Restaurant_29,DP_20,2023/07/11 17:59,11-07-2023 18:32:00,3,0,3.5
ORD1263,North,Restaurant_30,DP_40,2023/07/22 18:56,22-07-2023 19:40:00,14,0,4.7
ORD1264,West,Restaurant_7,DP_39,2023/07/04 08:23,04-07-2023 09:01:00,8,0,4.4
